Feature Name,Target,Diameter,Center Latitude,Center          Longitude,Feature Type,Approval Date,Origin
Nissaba Corona,Venus,300.00,25.50,355.50,"Corona, coronae",1994,Mesopotamian wisdom/fetility goddess.
Nofret,Venus,22.50,-58.80,252.20,"Crater, craters",1994,Egyptian queen (c. 1900 B.C.).
Nokomis Montes,Venus,486.00,20.00,189.00,"Mons, montes",1982,Algonquin (N. America) earth mother.
Nomeda,Venus,10.40,-49.20,55.50,"Crater, craters",1997,Lithuanian first name.
Nommo Valles,Venus,200.00,-40.70,87.30,"Vallis, valles",2000,Dogon (Mali) water deities.
Nordenflycht Patera,Venus,140.00,-35.00,266.00,"Patera, paterae",1997,Hedwig; Swedish poetess (1718-1763).
Noreen,Venus,18.60,33.60,22.70,"Crater, craters",1994,Irish first name.
Noriko,Venus,7.50,-5.30,358.30,"Crater, craters",1994,Japanese first name.
Norna Tesserae,Venus,700.00,-50.00,263.00,"Tessera, tesserae",1997,Norse fate goddess; there are three Nornas weaving fate thread.
Norterma Tholus,Venus,15.00,-77.00,188.00,"Tholus, tholi",2000,Tibetan wealth-giving goddess.
Nortia Tesserae,Venus,650.00,-49.00,160.00,"Tessera, tesserae",1997,Etruscan fate goddess.
Norwan Dorsa,Venus,450.00,65.00,163.00,"Dorsum, dorsa",1997,Wintun (California) light goddess.
Nott Corona,Venus,150.00,-32.30,202.00,"Corona, coronae",1997,Scandinavian earth goddess.
Nsele,Venus,5.10,6.70,64.20,"Crater, craters",1997,Mandingo first name.
Nsomeka Planitia,Venus,2100.00,-53.00,195.00,"Planitia, planitiae",1994,Bantu culture heroine.
Nuahine Tessera,Venus,1000.00,-9.00,157.00,"Tessera, tesserae",1997,Rapanui (Easter Isl.) fate goddess.
Nuliayoq Colles,Venus,350.00,48.00,224.00,"Collis, colles",1997,Netsilik Inuit (Hudson Bay Eskimo) sea mistress; similar to Sedna.
Nungui Corona,Venus,150.00,-42.50,245.20,"Corona, coronae",1997,Hibaro (Peru/Equador) fertility goddess.
Nuon,Venus,6.50,78.60,336.60,"Crater, craters",1997,Khmer first name.
Nuptadi Planitia,Venus,1200.00,-73.00,250.00,"Planitia, planitiae",1997,Mandan (US Plains) folk heroine; had magic shell robe.
Nuriet,Venus,17.90,20.60,245.60,"Crater, craters",2000,Adygan (N. Caucasus) first name.
Nutsa,Venus,8.00,27.50,341.20,"Crater, craters",1997,Abkhazian (Georgia) first name.
Nuvakchin Dorsa,Venus,2200.00,-53.00,212.00,"Dorsum, dorsa",1997,Hopi snow maiden ('kachina').
Nyakaio Vallis,Venus,150.00,47.50,339.00,"Vallis, valles",1997,Shilluk (Sudan) semi-crocodile river deity.
Nyakaya Fluctus,Venus,253.00,-41.41,210.67,"Fluctus, fluctūs","May 05, 2023","Shilluk (Sudan) crocodile goddess, wife of the high god Okwe."
Nyal'ga,Venus,5.50,17.00,64.50,"Crater, craters",1997,Fulbe/Wodabi first name.
Nyele,Venus,11.90,-22.70,318.40,"Crater, craters",1997,"Mandingo (W. Africa, Mali) first name."
Nyogari,Venus,13.00,-46.40,306.40,"Crater, craters",1997,"Ewe (W. Africa, Ghana) first name."
Nyx Mons,Venus,875.00,30.00,48.50,"Mons, montes",1997,Greek goddess of night.
Nzambi Corona,Venus,225.00,-45.00,287.50,"Corona, coronae",1997,"Congo (Bantu) ancestor goddess, mother of all beings."
Nzingha Corona,Venus,140.00,68.70,205.70,"Corona, coronae",1997,"(Ann Zingha) queen, head of Amazon band (1582-1663). Name changed from Nzingha Patera."
[Nzingha Patera],Venus,85.50,68.70,205.70,"Patera, paterae",1991,"(Ann Zingha) queen, head of Amazon band (1582-1663). Name changed to Nzingha Corona."
Oakley,Venus,18.40,-29.30,310.50,"Crater, craters",1994,"Annie; American sharpshooter, entertainer (1860-1926)."
Oanuava Coronae,Venus,375.00,-32.50,255.50,"Corona, coronae",1994,Gaulish Celtic earth goddess.
Obasi-Nsi Corona,Venus,230.00,-53.50,291.00,"Corona, coronae",1997,Ekoi (S. Nigeria) earth/fertility goddess.
Obiemi Corona,Venus,300.00,-31.90,276.60,"Corona, coronae",1997,Bini (Nigeria) childbirth goddess.
Obilukha Corona,Venus,220.00,-81.50,19.00,"Corona, coronae",1997,E. Slavic crop protection deity.
Obukhova,Venus,46.00,70.70,289.70,"Crater, craters",1985,Nadezhda; Soviet singer (1886-1961).
O'Connor,Venus,30.40,-26.00,143.90,"Crater, craters",1991,Flannery; American novelist (1925-1964).
Odarka,Venus,7.00,40.80,138.20,"Crater, craters",1997,Ukrainian first name.
Oddibjord Tessera,Venus,900.00,82.00,85.00,"Tessera, tesserae",1997,Scandinavian fortune deity.
Odikha,Venus,10.60,-41.60,238.10,"Crater, craters",1997,Uzbek first name.
Odilia,Venus,20.80,81.20,200.20,"Crater, craters",1985,Portuguese first name.
Oduduwa Corona,Venus,150.00,-11.00,211.50,"Corona, coronae",1994,Yoruba (Nigeria) fertility goddess.
Odzerchen Dorsa,Venus,300.00,-72.00,152.00,"Dorsum, dorsa",2000,Tibetan goddess of boundless light.
Ogulbek,Venus,6.50,2.40,145.00,"Crater, craters",1997,Turkman first name.
Ohogetsu Corona,Venus,175.00,-27.00,85.70,"Corona, coronae",1994,Japanese food goddess.
Oilule Fluctus,Venus,900.00,-22.00,79.00,"Fluctus, fluctūs",2000,West Bulgarian wife of thunder god.
Oivit,Venus,4.80,-73.90,195.50,"Crater, craters",1997,Cheyenne first name.
Ojuz Dorsa,Venus,400.00,6.00,37.00,"Dorsum, dorsa",1997,Tajik deity of frost and cold wind.
O'Keeffe,Venus,76.90,24.50,228.80,"Crater, craters",1994,Georgia; American artist (1887-1986).
Okhin-Tengri Corona,Venus,400.00,-70.50,40.00,"Corona, coronae",1997,Kalmykan fertility goddess.
Okipeta Dorsa,Venus,1200.00,67.50,240.00,"Dorsum, dorsa",1985,Greek goddess of whirlwind.
Oksana,Venus,7.70,11.90,352.00,"Crater, craters",1997,Ukrainian first name.
Oku,Venus,13.30,-64.20,232.20,"Crater, craters",1997,Karelian first name.
Olapa Chasma,Venus,650.00,-42.00,208.50,"Chasma, chasmata",1997,"Massai (Kenya, Tanzania) moon goddess."
Olena,Venus,7.00,10.90,149.00,"Crater, craters",1997,Ukrainian first name.
Olesnicka,Venus,33.00,18.30,210.90,"Crater, craters",1994,Zofia; Polish poet (fl. c. 1550).
Olesya,Venus,12.00,5.60,273.30,"Crater, craters",1997,Ukrainian first name.
Olga,Venus,15.50,26.10,283.80,"Crater, craters",1994,Russian first name.
Olivia,Venus,10.20,37.20,207.90,"Crater, craters",1997,Dutch first name.
Olokun Vallis,Venus,150.00,81.50,269.00,"Vallis, valles",1997,Bini sea and river goddess (also known as a god).
Olosa Colles,Venus,200.00,18.00,353.30,"Collis, colles",1997,Yoruba (Nigeria) lagoon goddess.
Olwen Corona,Venus,175.00,37.50,67.50,"Corona, coronae",1994,Brythonic goddess of spring growth.
Olya,Venus,13.40,51.40,291.80,"Crater, craters",1985,Russian first name.
Oma,Venus,7.60,-42.70,329.10,"Crater, craters",2000,Sioux first name.
Omeciuatl Corona,Venus,175.00,16.50,119.00,"Corona, coronae",1994,Aztec generative power.
Omosi-Mama Corona,Venus,480.00,64.50,306.00,"Corona, coronae",1997,Manchoo childbirth goddess.
Omutnitsa Vallis,Venus,150.00,33.00,292.00,"Vallis, valles",1997,E. Slavic river deity.
Onatah Corona,Venus,298.00,49.00,5.50,"Corona, coronae",1991,Iroquois corn spirit.
Onenhste Corona,Venus,230.00,-19.00,221.50,"Corona, coronae",2003,"Mohawk/Iroquois corn maiden, the eldest of the Three Sisters, the harvest deities."
Ongwuti Mons,Venus,500.00,-2.00,194.50,"Mons, montes",1997,"Hopi salt-woman deity, predicts seasons."
Onissya,Venus,8.20,-25.60,150.20,"Crater, craters",1997,Komi-Permyak (Urals Finn) first name.
Opika,Venus,9.80,-57.10,151.90,"Crater, craters",1997,Chuvash (Volga area) first name.
Ops Corona,Venus,183.00,68.80,89.00,"Corona, coronae",1991,Greek fertility goddess.
Orbona Corona,Venus,150.00,-47.80,293.20,"Corona, coronae","Sep 25, 2006","Roman goddess of children, protects orphans."
Orczy,Venus,26.90,3.70,52.30,"Crater, craters",1994,"Emmuska; Hungarian novelist, playwright (1865-1947)."
Orguk,Venus,11.70,-23.50,198.20,"Crater, craters",1997,"Nivkhi (Amur River area, E. Siberia) first name."
Orlette,Venus,12.50,-68.10,193.30,"Crater, craters",1997,French first name.
Orlova,Venus,19.60,56.50,235.00,"Crater, craters",1985,Lyubov; Soviet actress (1902-1975).
Ortensia,Venus,7.00,7.60,155.70,"Crater, craters",1997,Italian first name.
Oshalche,Venus,8.30,29.70,155.50,"Crater, craters",1997,Mari (Volga Finn) first name.
Oshumare Dorsa,Venus,550.00,-58.50,79.00,"Dorsum, dorsa",1997,Yoruba rainbow deity.
Oshun Farra,Venus,80.00,4.20,19.30,"Farrum, farra",1994,Yoruba (Nigeria) fresh water goddess.
Osipenko,Venus,30.00,71.20,321.00,"Crater, craters",1985,Polina; Soviet aviator (1907-1939).
Otafuku Tholi,Venus,80.00,28.70,46.30,"Tholus, tholi",1997,Japanese goddess of joyfulness.
Otau Corona,Venus,172.00,67.80,298.70,"Corona, coronae",1985,Bini (S. Nigeria) goddess of fertility.
Otohime Tholus,Venus,20.00,-32.00,268.20,"Tholus, tholi",2006,Japanese goddess of the arts and beauty.
Ottavia,Venus,12.90,-47.50,187.10,"Crater, craters",1997,Roman first name.
Otygen Corona,Venus,400.00,-57.00,30.50,"Corona, coronae",1991,Mongolian earth mother.
Outi,Venus,10.50,61.60,267.70,"Crater, craters",1997,Finnish first name.
Ovda Fluctus,Venus,310.00,-6.10,95.50,"Fluctus, fluctūs",1994,Named from regio where feature is located.
Ovda Regio,Venus,5280.00,-2.80,85.60,"Regio, regiones",1982,Marijian; Titaness having supernatural power.
Oxomoco Tholus,Venus,140.00,-32.28,218.99,"Tholus, tholi","May 05, 2023",Aztec moon and night goddess.
Oya Dorsa,Venus,480.00,21.50,157.50,"Dorsum, dorsa",2003,Yoruba (Nigeria) goddess of violent rainstorms.
Ozza Mons,Venus,507.00,4.50,201.00,"Mons, montes",1982,Persian goddess honored by the Koreishies.
Pachamama Corona,Venus,130.00,-36.00,21.80,"Corona, coronae",1997,Incan earth goddess.
Padma Tholi,Venus,100.00,-34.70,68.30,"Tholus, tholi",2000,Hindu lotus goddess.
Pahto Mons,Venus,300.00,-64.50,114.50,"Mons, montes",1997,Yakima/Klickitat (NW Coast) mountain goddess.
Paige,Venus,6.80,-1.20,24.60,"Crater, craters",1997,Italian first name.
Pajan Yan Tholus,Venus,80.00,8.30,252.20,"Tholus, tholi",2003,Cambodian healing goddess whose face appears in markings on the Moon.
Pakhet Tholus,Venus,111.00,-28.85,221.45,"Tholus, tholi","May 05, 2023",Egyptian lioness goddess.
Pakoti Corona,Venus,75.00,-38.80,42.40,"Corona, coronae","Dec 16, 2010","Māori (New Zealand) mother of a highly culturally significant fiber plant, harakeke (“New Zealand flax”), ancestor and wife of Tāne, father of plants."
Pamela,Venus,14.20,11.00,238.50,"Crater, craters",1994,English first name.
Pandrosos Dorsa,Venus,1254.00,58.20,207.70,"Dorsum, dorsa",1985,Greek dew goddess.
Pani Corona,Venus,320.00,19.90,231.50,"Corona, coronae",1994,Māori fertility goddess.
Panina Patera,Venus,50.00,-13.00,309.80,"Patera, paterae",1997,Varya; Gypsy/Russian singer (1872-1911).
Paoro Tholi,Venus,225.00,10.50,268.00,"Tholus, tholi",2003,Māori (New Zealand) goddess of echoes; she gave voice to the first woman Marikoriko.
Parga Chasmata,Venus,11000.00,-20.00,255.00,"Chasma, chasmata",1982,Nenets (Samoyed) forest witch. (Feature extent expanded in 2001.)
Parishan,Venus,6.80,-0.20,146.50,"Crater, craters",1997,Kurdian first name.
Parma Corona,Venus,110.00,44.50,17.50,"Corona, coronae",2003,"Komi-Permyakan (Ural Finn) personification of wilderness, in particular, of the North Ural taiga-covered uplands; mother of the first man, Pera."
Parra,Venus,42.40,20.50,78.50,"Crater, craters",1991,Chilean writer.
Partula Corona,Venus,145.00,-49.70,289.20,"Corona, coronae","Sep 25, 2006",Roman goddess of childbirth who determines the length of gestation.
Parvati Corona,Venus,173.00,-36.00,276.70,"Corona, coronae","Sep 25, 2006","Hindu Earth and nature goddess, creator of life, primordial being."
Parvina,Venus,7.00,-62.20,153.00,"Crater, craters",1997,Tajik first name.
Pasha,Venus,7.20,42.70,156.30,"Crater, craters",1997,Russian first name.
Pasom-mana Tesserae,Venus,1200.00,-33.00,49.00,"Tessera, tesserae",1997,Hopi goddess of dreams and the insane.
Pasu-Ava Corona,Venus,250.00,29.00,319.00,"Corona, coronae",1997,Mari (Volga Finn) harvest goddess.
Pat,Venus,10.10,2.90,262.60,"Crater, craters",1997,English first name.
Patimat,Venus,5.10,-1.30,156.50,"Crater, craters",1997,Avarian (Daghestan) first name.
Patti,Venus,47.00,35.00,301.60,"Crater, craters",1985,Adelina; Italian singer (1843-1919).
Pavlinka,Venus,7.50,-25.50,158.70,"Crater, craters",1997,Belorussian first name.
[Pavlova],Venus,440.00,14.60,39.20,"Crater, craters",1992,Anna; Russian ballerina (1881-1931).
Pavlova Corona,Venus,440.00,14.50,40.00,"Corona, coronae",1994,Anna; Russian ballet dancer (1881-1931).
Payne-Gaposchkin Patera,Venus,100.00,-25.50,196.00,"Patera, paterae",1997,Cecilia Helena; American astronomer (1900-1979).
Pazar-ana Corona,Venus,300.00,-3.20,214.80,"Corona, coronae",2003,"Gagauzan (Moldova) “;Sunday mother,“; protector of women."
Pchilka Patera,Venus,100.00,26.50,234.00,"Patera, paterae",1997,Olena (Olga Kosach); Ukrainian writer and ethnographer (1849-1930).
Peck,Venus,30.40,-28.90,294.30,"Crater, craters",1994,"Annie; American mountaineer, educator (1850-1935)."
Peggy,Venus,11.90,-20.40,357.20,"Crater, craters",1994,English first name (form of Margaret).
Peña,Venus,29.60,-23.60,190.60,"Crater, craters",1994,Tonita (Quah Ah); Pueblo artist (1895-1949).
Penardun Linea,Venus,975.00,-54.00,344.00,"Linea, lineae",1991,Celtic sky goddess.
Penthesilea Fossa,Venus,1700.00,-12.00,214.00,"Fossa, fossae",1997,Greek amazon queen.
Perchta Corona,Venus,500.00,17.00,234.50,"Corona, coronae",1994,German fertility goddess.
Persephone Corona,Venus,120.00,-36.00,304.60,"Corona, coronae",2000,"Greek underworld goddess, daughter of corn goddess Demeter."
Perunitsa Fossae,Venus,1300.00,-10.00,307.00,"Fossa, fossae",1997,E. Slavic winged warrior maiden.
Perynya Tholus,Venus,110.00,-0.70,353.20,"Tholus, tholi",2000,"Slavic goddess, wife of thunderstorm god Perun."
Phaedra,Venus,15.70,35.90,252.70,"Crater, craters",1994,First name from Greek.
Philomena,Venus,14.80,-40.70,151.90,"Crater, craters",1997,Greek first name.
Phoebe Regio,Venus,2852.00,-6.00,282.80,"Regio, regiones",1982,Greek Titaness.
Phra Naret Corona,Venus,150.00,-66.60,209.60,"Corona, coronae",1994,Thai fertility goddess.
Phryne,Venus,39.40,-46.20,314.70,"Crater, craters",1994,"Greek model, courtesan (fourth century B.C.)."
Phyllis,Venus,11.40,12.30,132.40,"Crater, craters",1994,First name from Greek.
Piaf,Venus,39.10,0.80,5.30,"Crater, craters",1991,"Edith; French singer, songwriter (1915-1963)."
Pinga Chasma,Venus,500.00,-20.00,287.00,"Chasma, chasmata",1997,Eskimo goddess of hunt; moon god Igaluk is subordinate to her.
Piret,Venus,27.00,37.80,41.70,"Crater, craters",1991,Estonian first name.
Pirkko,Venus,12.30,44.80,254.60,"Crater, craters",1997,Finnish first name.
Piscopia,Venus,26.20,1.50,190.90,"Crater, craters",1994,"Elena; Italian mathematician, educator (1646-1684)."
Pocahontas Patera,Venus,78.00,64.90,49.40,"Patera, paterae",1991,Powhatan Indian peacemaker (1595-1617).
Podaga Tholus,Venus,40.00,-56.30,2.00,"Tholus, tholi",1997,Slavic weather goddess.
Polenova,Venus,41.00,-45.50,335.50,"Crater, craters",2000,"Elena; Russian painter, folk crafts trustee (1850-1898)."
Polik-mana Mons,Venus,600.00,24.50,264.00,"Mons, montes",1997,Hopi butterfly maiden ('kachina').
Polina,Venus,21.60,42.40,148.20,"Crater, craters",1985,Russian first name.
Pölöznitsa Corona,Venus,675.00,0.50,302.00,"Corona, coronae",1994,Finno-Ugric grain goddess.
Poludnitsa Dorsa,Venus,1500.00,5.00,179.50,"Dorsum, dorsa",1997,"E. Slavic witch, corn fields deity."
Pomona Corona,Venus,315.00,79.30,299.40,"Corona, coronae",1985,Roman goddess of fruits.
Ponmakya Corona,Venus,280.00,34.30,11.80,"Corona, coronae",2003,Burman (Myanmar) fertility goddess.
Ponselle,Venus,57.70,-63.00,289.10,"Crater, craters",1994,Rosa; American opera singer (1897-1981).
Poranica Valles,Venus,550.00,-21.00,178.50,"Vallis, valles",1997,Slovenian name for planet Venus. Name changed from Poranica Vallis.
Potanina,Venus,94.20,31.60,53.10,"Crater, craters",1985,Aleksandra; Russian explorer (1843-1893).
Potter,Venus,46.90,7.20,309.10,"Crater, craters",1994,Beatrix; English children's author (1866-1943).
Praurime Fluctus,Venus,750.00,16.00,154.00,"Fluctus, fluctūs",1997,Lithuanian fire goddess.
Prichard,Venus,23.30,44.00,11.50,"Crater, craters",1985,Catharina; Australian writer (1884-1969).
Prthivi Corona,Venus,375.00,10.80,248.50,"Corona, coronae",2003,Hindu (India) mother goddess.
Ptesanwi Mons,Venus,200.00,2.80,45.40,"Mons, montes",2003,Lakota (Sioux) White Buffalo Woman.
Pugos Corona,Venus,180.00,-19.00,335.00,"Corona, coronae",1997,Khanty (Ob River Ugra) life bringing goddess.
Puhioia,Venus,5.50,20.60,69.40,"Crater, craters",1997,Māori first name.
Pulugu Dorsa,Venus,650.00,-65.00,225.00,"Dorsum, dorsa",1997,Andaman Isl. monsoon wind deity.
Purandhi Corona,Venus,170.00,26.10,343.50,"Corona, coronae",1994,Hindu goddess of plenty.
Purev,Venus,11.60,-31.10,46.40,"Crater, craters",1997,Mongolian first name.
Pychik,Venus,10.10,-62.40,33.80,"Crater, craters",1997,Chukcha (NE Siberia) first name.
Qakma Corona,Venus,130.00,35.50,207.10,"Corona, coronae",2006,"Bella Coola/Nuxalk (SW Canada) creator of life, the first woman."
Qarlygha,Venus,9.30,-33.00,162.90,"Crater, craters",1997,Kazakh first name.
Qetesh Corona,Venus,80.00,-20.50,343.50,"Corona, coronae",1994,Egyptian fertility goddess.
Quetzalpetlatl Corona,Venus,780.00,-68.00,357.00,"Corona, coronae",1991,Aztec fertility goddess.
Quilla Chasma,Venus,973.00,-23.70,127.30,"Chasma, chasmata",1982,Inca moon goddess.
Quimby,Venus,23.20,-5.70,76.70,"Crater, craters",1997,Harriet; American aviatrix (1884-1912).
Qulzhan,Venus,7.90,23.50,165.40,"Crater, craters",1997,Kazakh first name.
Quslu,Venus,8.70,6.20,166.80,"Crater, craters",1997,Kazakh first name.
Rabie Chasma,Venus,950.00,-10.50,267.00,"Chasma, chasmata",2000,Wemale (E. Indonesia) moon goddess.
Rabzhima Corona,Venus,100.00,4.90,11.00,"Corona, coronae",2000,Tibetan great mother goddess.
Rachel,Venus,12.50,-48.70,13.50,"Crater, craters",1994,First name from Hebrew.
Radhika,Venus,7.90,-30.30,166.40,"Crater, craters",1997,Tamil first name.
Radka,Venus,10.50,75.60,96.30,"Crater, craters",1985,Bulgarian first name.
Radmila,Venus,5.20,69.10,167.00,"Crater, craters",1997,Serbocroatian first name.
Radunitsa Labyrinthus,Venus,100.00,-8.90,351.30,"Labyrinthus, labyrinthi",2000,"Ancient Slavic goddess, keeper of souls of the deceased."
Rae,Venus,5.50,-8.90,58.40,"Crater, craters",1997,"From Rachel, Hebrew first name."
Rafara Fluctus,Venus,700.00,-65.00,159.00,"Fluctus, fluctūs",1997,Malagasy (Madagascar) water goddess.
Rafiga,Venus,5.70,62.90,175.60,"Crater, craters",1997,Azeri first name.
Ragana Dorsa,Venus,950.00,-69.00,246.00,"Dorsum, dorsa",1997,Latvian witch.
Raisa,Venus,13.50,27.50,280.30,"Crater, craters",1994,Russian first name.
Rakapila Mons,Venus,130.00,-43.70,321.50,"Mons, montes",1997,Malagasy (Madagascar) sacred trees deity.
Raki,Venus,7.50,-49.40,70.00,"Crater, craters",1997,Fulbe first name.
Ralk-umgu Chasma,Venus,840.00,-15.00,106.00,"Chasma, chasmata",2003,Nivkhan (Sakhalin Island) “;lunar woman.“;
Rampyari,Venus,7.70,50.60,179.30,"Crater, craters",1997,Hindu first name.
Rananeida Corona,Venus,448.00,62.60,263.50,"Corona, coronae",1985,Saami-Lapp goddess of spring and fertility.
Ran Colles,Venus,400.00,1.00,163.00,"Collis, colles",2003,Scandinavian sea goddess.
Rand,Venus,24.30,-63.80,59.50,"Crater, craters",1994,Ayn; American writer (1905-1982).
Rangrid Fossae,Venus,243.00,62.70,356.40,"Fossa, fossae",1985,Norse Valkyrie.
Rani,Venus,10.70,64.10,160.40,"Crater, craters",1985,Hindu first name.
Raskova Paterae,Venus,33.00,-51.05,222.62,"Patera, paterae",1994,Marina M.; Russian aviator (1912-1943).
Rauni Corona,Venus,271.00,40.80,271.90,"Corona, coronae",1985,"Finnish goddess of harvest, earth."
Raymonde,Venus,5.30,48.40,191.50,"Crater, craters",1997,French first name.
Razia Patera,Venus,157.00,46.20,197.80,"Patera, paterae",1985,Queen of Delhi Sultanate (India) (fl. 1236-1240).
Rebecca,Venus,9.50,-12.10,5.40,"Crater, craters",1997,Hebrew first name.
Recamier,Venus,25.30,-12.60,58.10,"Crater, craters",1991,Julie; French patriot; defied Napoleon (c. 1777-c. 1849).
Regina,Venus,24.90,30.00,147.30,"Crater, craters",1985,First name from Latin.
Reiko,Venus,9.70,22.60,192.10,"Crater, craters",1997,Japanese first name.
Reitia Chasma,Venus,400.00,-51.50,100.00,"Chasma, chasmata",1997,Italian (Venetian) healthcare and hunting goddess.
